id,franchise_id,franchise_name,restaurant_franchise_id,country,city,lat,lng,geohash,lat_weather,lng_weather,avg_tmpr_f,avg_tmpr_c,wthr_date,year,month,day
103079215133,30,The Wine Cellar,4340,US,Drums,41.03300094604492,-75.9530029296875,dr3c,40.9842,-76.2518,51.45,10.8,2017-09-30,2017,9,30
103079215134,31,Bistro 42,4340,US,Stone Creek,41.08399963378906,1.1540000438690186,sp2c,40.9881,1.22727,69.7,20.9,2017-09-30,2017,9,30
103079215136,33,The Blue Elephant,4340,ES,Barcelona,41.391998291015625,2.1659998893737793,sp3e,41.3969,2.25,68.85,20.45,2017-09-30,2017,9,30
103079215137,34,The Tasty Treat,4340,ES,Barcelona,41.4109992980957,2.2119998931884766,sp3e,41.3969,2.25,68.85,20.45,2017-09-30,2017,9,30
103079215138,35,Basilica Bistro,4340,US,Tinley Park,41.55699920654297,-87.79399871826172,dp3s,41.5134,-87.8818,57.85,14.36,2017-09-30,2017,9,30
103079215139,36,Blue Ocean Grill,4340,US,Burwell,41.78200149536133,-99.1259994506836,9z3t,41.6943,-99.0971,62.71,17.05,2017-09-30,2017,9,30
103079215140,37,Cafe Crepe,4340,US,West Springfield,42.12099838256836,-72.6259994506836,drkr,42.041,-72.731,50.96,10.53,2017-09-30,2017,9,30
103079215141,38,Cafe Viva,4340,US,Rockford,42.27399826049805,-88.96700286865234,dp88,42.2165,-89.244,55.83,13.25,2017-09-30,2017,9,30
103079215142,39,Cinnamon Grill,4340,US,Albany,42.71799850463867,-73.83399963378906,dre7,42.7352,-74.1302,48.14,8.96,2017-09-30,2017,9,30
103079215144,41,The Daily Bread,4340,US,Random Lake,43.558998107910156,-87.94000244140625,dp9r,43.4405,-88.2198,51.98,11.1,2017-09-30,2017,9,30
103079215145,42,The Daily Scoop,4340,US,Gillette,44.29399871826172,-105.52999877929688,9xug,44.1229,-105.679,58.63,14.8,2017-09-30,2017,9,30
103079215146,43,The Food House,4340,US,Pembroke,44.95600128173828,-67.16899871826172,dxbp,44.847,-67.4743,44.78,7.11,2017-09-30,2017,9,30
103079215147,44,The French Kitchen,4340,US,Lake Worth,45.05500030517578,-0.6579999923706055,gbp8,45.0767,-0.61409,59.5,15.3,2017-09-30,2017,9,30
103079215148,45,The Green Bean,4340,US,Woodburn,45.152000427246094,-122.88400268554688,c208,45.0029,-122.951,54.17,12.32,2017-09-30,2017,9,30
103079215149,46,The Italian Table,4340,IT,Milan,45.4640007019043,9.194000244140625,u0nd,45.4855,9.20453,60.95,16.1,2017-09-30,2017,9,30
103079215150,47,The Juicy Burger,4340,IT,Milan,45.487998962402344,9.20199966430664,u0nd,45.4855,9.20453,60.95,16.1,2017-09-30,2017,9,30
103079215151,48,The Local Cafe,4340,US,Spokane,47.68600082397461,-117.41100311279297,c2kx,47.6435,-117.179,54.76,12.63,2017-09-30,2017,9,30
103079215156,53,The Red Rooster,4340,FR,Paris,48.82500076293945,2.3570001125335693,u09t,48.7564,2.25,58.15,14.55,2017-09-30,2017,9,30
103079215157,54,The Spice House,4340,FR,Paris,48.84700012207031,2.2829999923706055,u09t,48.7564,2.25,58.15,14.55,2017-09-30,2017,9,30
103079215158,55,The Steak House,4340,FR,Paris,48.861000061035156,2.3429999351501465,u09t,48.7564,2.25,58.15,14.55,2017-09-30,2017,9,30
103079215159,56,The Waffle House,4340,FR,Paris,48.86600112915039,2.367000102996826,u09t,48.7564,2.25,58.15,14.55,2017-09-30,2017,9,30
103079215160,57,The Yellow Submarine,4340,FR,Paris,48.867000579833984,2.3369998931884766,u09t,48.7564,2.25,58.15,14.55,2017-09-30,2017,9,30
103079215161,58,A Tasty Bite,4340,FR,Paris,48.87200164794922,2.328000068664551,u09w,48.9608,2.25,57.9,14.4,2017-09-30,2017,9,30
103079215162,59,Azalea Cafe,4340,FR,Paris,48.875,2.2869999408721924,u09w,48.9608,2.25,57.9,14.4,2017-09-30,2017,9,30
103079215163,60,Big City Grill,4340,FR,Paris,48.875,2.319000005722046,u09w,48.9608,2.25,57.9,14.4,2017-09-30,2017,9,30
103079215164,61,Blue Water Bistro,4340,GB,London,51.492000579833984,-0.19599999487400055,gcpu,51.414,0.0,55.9,13.3,2017-09-30,2017,9,30
103079215165,62,Cafe Luminoso,4340,GB,London,51.49300003051758,-0.17800000309944153,gcpu,51.414,0.0,55.9,13.3,2017-09-30,2017,9,30
103079215166,63,Cafe Paris,4340,GB,London,51.499000549316406,-0.14300000667572021,gcpu,51.414,0.0,55.9,13.3,2017-09-30,2017,9,30
103079215167,64,Chateau de Cuisine,4340,GB,London,51.505001068115234,-0.12600000202655792,gcpv,51.6184,0.0,55.55,13.1,2017-09-30,2017,9,30
103079215168,65,Chef's Corner,4340,GB,London,51.50600051879883,-0.14900000393390656,gcpv,51.6184,0.0,55.55,13.1,2017-09-30,2017,9,30
103079215169,66,City Bites,4340,GB,London,51.50600051879883,-0.10199999809265137,gcpv,51.6184,0.0,55.55,13.1,2017-09-30,2017,9,30
103079215170,67,Crimson and Clover,4340,GB,London,51.5099983215332,-0.18799999356269836,gcpv,51.6184,0.0,55.55,13.1,2017-09-30,2017,9,30
103079215171,68,Delish Cafe,4340,GB,London,51.5099983215332,-0.15000000596046448,gcpv,51.6184,0.0,55.55,13.1,2017-09-30,2017,9,30
103079215172,69,Dragonfly Cafe,4340,GB,London,51.5099983215332,-0.12700000405311584,gcpv,51.6184,0.0,55.55,13.1,2017-09-30,2017,9,30
103079215173,70,Earth and Vine,4340,GB,London,51.51100158691406,-0.07800000160932541,gcpv,51.6184,0.0,55.55,13.1,2017-09-30,2017,9,30
103079215175,72,Flamingo Cafe,4340,GB,London,51.51599884033203,-0.11999999731779099,gcpv,51.6184,0.0,55.55,13.1,2017-09-30,2017,9,30
103079215176,73,Fresh Harvest,4340,GB,London,51.53099822998047,-0.12600000202655792,gcpv,51.6184,0.0,55.55,13.1,2017-09-30,2017,9,30
103079215177,74,Garden of Eatin',4340,GB,London,51.56100082397461,-0.27900001406669617,gcpv,51.6184,0.0,55.55,13.1,2017-09-30,2017,9,30
103079215178,75,Greenhouse Cafe,4340,NL,Amsterdam,52.349998474121094,4.890999794006348,u173,52.2317,4.70454,55.7,13.2,2017-09-30,2017,9,30
11,12,The Wooden Spoon,47732,US,Kansas City,39.30699920654297,-94.68399810791016,9yux,39.2363,-94.8901,67.03,19.45,2017-09-30,2017,9,30
111669149696,1,Savoria,84488,US,Port Aransas,27.83099937438965,-97.06500244140625,9ufy,27.8146,-97.3766,79.95,26.63,2017-09-30,2017,9,30
111669149697,2,Bella Cucina,84488,US,Orlando,28.406999588012695,-81.40499877929688,djn1,28.3374,-81.5124,78.63,25.9,2017-09-30,2017,9,30
111669149698,3,Spice Bazaar,84488,US,Monahans,31.591999053955078,-102.9020004272461,9twg,31.4655,-102.776,64.74,18.18,2017-09-30,2017,9,30
111669149699,4,The Blue Plate,84488,US,El Paso,31.775999069213867,-106.43299865722656,9tsk,31.6508,-106.475,70.83,21.58,2017-09-30,2017,9,30
111669149700,5,The Hungry Hippo,84488,US,Tucson,32.220001220703125,-110.87699890136719,9t9p,32.1724,-110.993,81.02,27.23,2017-09-30,2017,9,30
111669149702,7,Cafe Roma,84488,US,Montgomery,32.327999114990234,-86.33799743652344,djdx,32.1971,-86.4317,77.62,25.35,2017-09-30,2017,9,30
111669149703,8,The Green Olive,84488,US,Birmingham,33.52000045776367,-86.80899810791016,djfq,33.4414,-86.8256,72.0,22.22,2017-09-30,2017,9,30
111669149704,9,The Grill House,84488,US,Rancho Mirage,33.79899978637695,-116.40599822998047,9qj0,33.7551,-116.59,79.49,26.39,2017-09-30,2017,9,30
111669149705,10,The Golden Spoon,84488,US,Irmo,34.090999603271484,-81.16100311279297,dnn3,33.9643,-81.1674,73.15,22.86,2017-09-30,2017,9,30
111669149706,11,The Flaming Wok,84488,US,Southern Pines,35.196998596191406,-79.39199829101562,dnr8,35.1657,-79.4135,67.53,19.75,2017-09-30,2017,9,30
111669149707,12,The Wooden Spoon,84488,US,Burlington,36.0629997253418,-79.43499755859375,dnrt,36.0726,-79.4515,61.83,16.57,2017-09-30,2017,9,30
111669149708,13,The Firehouse,84488,US,Yellville,36.10499954223633,-92.61100006103516,9yqj,36.0611,-92.7873,66.3,19.05,2017-09-30,2017,9,30
111669149709,14,The Gourmet Garden,84488,US,Monterey,36.60100173950195,-121.89600372314453,9q92,36.5684,-121.677,60.15,15.65,2017-09-30,2017,9,30
111669149710,15,The Pearl Kitchen,84488,US,Watsonville,36.91699981689453,-121.76100158691406,9q96,36.9189,-121.765,61.53,16.41,2017-09-30,2017,9,30
111669149711,16,The Spice Tree,84488,US,Sacramento,38.58000183105469,-121.49400329589844,9qce,38.4988,-121.531,68.27,20.16,2017-09-30,2017,9,30
111669149712,17,The Rustic Table,84488,US,Vandalia,38.970001220703125,-89.12899780273438,dnbt,38.8762,-89.257,60.44,15.81,2017-09-30,2017,9,30
111669149713,18,The Harvest Room,84488,US,Takoma Park,38.974998474121094,-77.01000213623047,dqcj,38.8718,-77.32,59.58,15.32,2017-09-30,2017,9,30
111669149715,20,The Brasserie,84488,US,Willows,39.527000427246094,-122.21199798583984,9r10,39.3752,-122.281,69.96,21.09,2017-09-30,2017,9,30
111669149716,21,The Lazy Daisy,84488,US,Bloomington,40.459999084472656,-88.97699737548828,dp0w,40.4668,-89.2843,57.08,13.93,2017-09-30,2017,9,30
111669149717,22,The Red Pepper,84488,US,Bloomington,40.48699951171875,-89.03500366210938,dp0w,40.4668,-89.2843,57.08,13.93,2017-09-30,2017,9,30
111669149718,23,The Hungry Pig,84488,US,Fort Madison,40.624000549316406,-91.37000274658203,9zpp,40.6092,-91.3599,59.56,15.3,2017-09-30,2017,9,30
111669149719,24,The Fisherman's Catch,84488,ES,Barcelona,41.38399887084961,2.1410000324249268,sp3e,41.3969,2.25,68.85,20.45,2017-09-30,2017,9,30
111669149720,25,The Cozy Cafe,84488,ES,Barcelona,41.38399887084961,2.1710000038146973,sp3e,41.3969,2.25,68.85,20.45,2017-09-30,2017,9,30
111669149721,26,The Silver Spoon,84488,ES,Barcelona,41.3849983215332,2.138000011444092,sp3e,41.3969,2.25,68.85,20.45,2017-09-30,2017,9,30
111669149722,27,The Corner Cafe,84488,ES,Barcelona,41.38600158691406,2.1760001182556152,sp3e,41.3969,2.25,68.85,20.45,2017-09-30,2017,9,30
111669149723,28,The Spicy Pickle,84488,ES,Barcelona,41.39099884033203,2.1730000972747803,sp3e,41.3969,2.25,68.85,20.45,2017-09-30,2017,9,30
111669149724,29,The Olive Branch,84488,ES,Barcelona,41.391998291015625,2.1579999923706055,sp3e,41.3969,2.25,68.85,20.45,2017-09-30,2017,9,30
111669149725,30,The Wine Cellar,84488,ES,Barcelona,41.40700149536133,2.1440000534057617,sp3e,41.3969,2.25,68.85,20.45,2017-09-30,2017,9,30
111669149726,31,Bistro 42,84488,US,Manassas,41.696998596191406,8.89900016784668,spqm,41.8058,8.79544,61.95,16.65,2017-09-30,2017,9,30
111669149727,32,The Orange Peeler,84488,US,Boone,42.03499984741211,-93.8759994506836,9zmp,42.0439,-94.1831,60.09,15.61,2017-09-30,2017,9,30
111669149728,33,The Blue Elephant,84488,US,Brockton,42.06399917602539,-71.05799865722656,drmr,42.044,-71.3615,51.35,10.76,2017-09-30,2017,9,30
111669149729,34,The Tasty Treat,84488,US,Hill City,43.944000244140625,-103.53500366210938,9xy3,43.7948,-103.668,56.72,13.74,2017-09-30,2017,9,30
111669149730,35,Basilica Bistro,84488,IT,Milan,45.500999450683594,9.145000457763672,u0nd,45.4855,9.20453,60.95,16.1,2017-09-30,2017,9,30
111669149731,36,Blue Ocean Grill,84488,US,Iron Mountain,45.84199905395508,-88.05000305175781,f01k,45.7161,-88.2409,48.03,8.9,2017-09-30,2017,9,30
111669149732,37,Cafe Crepe,84488,AT,Vienna,48.1510009765625,16.4060001373291,u2e9,48.1431,16.3636,53.5,11.9,2017-09-30,2017,9,30
111669149736,41,The Daily Bread,84488,FR,Paris,48.8380012512207,2.319000005722046,u09t,48.7564,2.25,58.15,14.55,2017-09-30,2017,9,30
111669149737,42,The Daily Scoop,84488,FR,Paris,48.84000015258789,2.3239998817443848,u09t,48.7564,2.25,58.15,14.55,2017-09-30,2017,9,30
111669149738,43,The Food House,84488,FR,Paris,48.8489990234375,2.2960000038146973,u09t,48.7564,2.25,58.15,14.55,2017-09-30,2017,9,30
111669149740,45,The Green Bean,84488,FR,Paris,48.856998443603516,2.3299999237060547,u09t,48.7564,2.25,58.15,14.55,2017-09-30,2017,9,30
111669149741,46,The Italian Table,84488,FR,Paris,48.8650016784668,2.303999900817871,u09t,48.7564,2.25,58.15,14.55,2017-09-30,2017,9,30
111669149742,47,The Juicy Burger,84488,FR,Paris,48.867000579833984,2.2860000133514404,u09t,48.7564,2.25,58.15,14.55,2017-09-30,2017,9,30
111669149743,48,The Local Cafe,84488,FR,Paris,48.867000579833984,2.3259999752044678,u09t,48.7564,2.25,58.15,14.55,2017-09-30,2017,9,30
111669149744,49,The Olive Tree,84488,FR,Paris,48.87099838256836,2.315000057220459,u09w,48.9608,2.25,57.9,14.4,2017-09-30,2017,9,30
111669149745,50,The Pancake House,84488,FR,Paris,48.87099838256836,2.3610000610351562,u09w,48.9608,2.25,57.9,14.4,2017-09-30,2017,9,30
111669149747,52,The Red Door,84488,FR,Paris,48.887001037597656,2.3450000286102295,u09w,48.9608,2.25,57.9,14.4,2017-09-30,2017,9,30
111669149748,53,The Red Rooster,84488,US,Terre Haute,51.29600143432617,6.558000087738037,u1he,51.2095,6.3409,56.45,13.6,2017-09-30,2017,9,30
111669149749,54,The Spice House,84488,GB,London,51.4900016784668,-0.1459999978542328,gcpu,51.414,0.0,55.9,13.3,2017-09-30,2017,9,30
111669149750,55,The Steak House,84488,GB,London,51.492000579833984,-0.27799999713897705,gcpu,51.414,0.0,55.9,13.3,2017-09-30,2017,9,30
111669149751,56,The Waffle House,84488,GB,London,51.49599838256836,-0.17000000178813934,gcpu,51.414,0.0,55.9,13.3,2017-09-30,2017,9,30
111669149753,58,A Tasty Bite,84488,GB,London,51.50899887084961,-0.1420000046491623,gcpv,51.6184,0.0,55.55,13.1,2017-09-30,2017,9,30
111669149754,59,Azalea Cafe,84488,GB,London,51.51599884033203,-0.08799999952316284,gcpv,51.6184,0.0,55.55,13.1,2017-09-30,2017,9,30
111669149755,60,Big City Grill,84488,GB,London,51.516998291015625,-0.1289999932050705,gcpv,51.6184,0.0,55.55,13.1,2017-09-30,2017,9,30
111669149756,61,Blue Water Bistro,84488,GB,London,51.52000045776367,-0.12399999797344208,gcpv,51.6184,0.0,55.55,13.1,2017-09-30,2017,9,30
111669149757,62,Cafe Luminoso,84488,GB,London,51.573001861572266,-0.22300000488758087,gcpv,51.6184,0.0,55.55,13.1,2017-09-30,2017,9,30
111669149758,63,Cafe Paris,84488,NL,Amsterdam Zuidoost,52.310001373291016,4.941999912261963,u179,52.2317,5.11363,55.2,12.9,2017-09-30,2017,9,30
111669149761,66,City Bites,84488,NL,Amsterdam,52.37900161743164,4.821000099182129,u173,52.2317,4.70454,55.7,13.2,2017-09-30,2017,9,30
111669149762,67,Crimson and Clover,84488,NL,Amsterdam,52.400001525878906,4.894000053405762,u176,52.4361,4.70454,56.85,13.8,2017-09-30,2017,9,30
12,13,The Firehouse,47732,US,Athens,39.354000091552734,-81.9990005493164,dnvx,39.215,-82.2589,54.23,12.35,2017-09-30,2017,9,30
120259084288,1,Savoria,59829,US,Miami,25.763999938964844,-80.26599884033203,dhwf,25.6727,-80.4832,81.73,27.63,2017-09-30,2017,9,30
120259084289,2,Bella Cucina,59829,US,Bradenton,27.423999786376953,-82.57599639892578,dhvk,27.4665,-82.592,78.79,25.98,2017-09-30,2017,9,30
120259084290,3,Spice Bazaar,59829,US,Palm Harbor,28.10700035095215,-82.73999786376953,dhvp,27.9538,-82.9562,79.54,26.41,2017-09-30,2017,9,30
120259084292,5,The Hungry Hippo,59829,US,Houston,29.76799964904785,-95.45999908447266,9vk1,29.7459,-95.5806,77.71,25.41,2017-09-30,2017,9,30
120259084293,6,The Daily Grind,59829,US,Mobile,30.68400001525879,-88.06199645996094,dj3q,30.6026,-88.2416,78.75,25.98,2017-09-30,2017,9,30
120259084294,7,Cafe Roma,59829,US,Meridian,32.349998474121094,-88.69200134277344,djbb,32.3572,-88.9434,75.2,24.01,2017-09-30,2017,9,30
120259084295,8,The Green Olive,59829,US,Mesa,33.41600036621094,-111.71399688720703,9tbw,33.4149,-111.769,81.95,27.75,2017-09-30,2017,9,30
120259084297,10,The Golden Spoon,59829,US,Long Beach,33.78900146484375,-118.18900299072266,9q5b,33.7548,-118.241,67.81,19.89,2017-09-30,2017,9,30
120259084298,11,The Flaming Wok,59829,US,Palm Springs,33.840999603271484,-116.54499816894531,9qj0,33.7551,-116.59,79.49,26.39,2017-09-30,2017,9,30
120259084299,12,The Wooden Spoon,59829,US,Sweetwater,35.597999572753906,-84.51100158691406,dn7f,35.5323,-84.6808,63.94,17.75,2017-09-30,2017,9,30
120259084300,13,The Firehouse,59829,US,Branson,36.632999420166016,-93.27200317382812,9yt8,36.606,-93.5004,67.92,19.95,2017-09-30,2017,9,30
120259084301,14,The Gourmet Garden,59829,US,Stockton,38.00600051879883,-121.35099792480469,9qc8,37.976,-121.4,67.75,19.86,2017-09-30,2017,9,30
120259084302,15,The Pearl Kitchen,59829,US,Lexington,38.07400131225586,-84.49700164794922,dngb,37.9995,-84.7261,59.0,15.0,2017-09-30,2017,9,30
120259084304,17,The Rustic Table,59829,US,Strasburg,39.97200012207031,-76.1510009765625,dr1g,39.9214,-76.2712,55.06,12.82,2017-09-30,2017,9,30
120259084305,18,The Harvest Room,59829,US,Redding,40.60200119018555,-122.38500213623047,9r0y,40.4378,-122.388,68.68,20.38,2017-09-30,2017,9,30
120259084306,19,The Tasting Room,59829,ES,Barcelona,41.380001068115234,2.174999952316284,sp3e,41.3969,2.25,68.85,20.45,2017-09-30,2017,9,30
120259084308,21,The Lazy Daisy,59829,ES,Barcelona,41.38600158691406,2.1710000038146973,sp3e,41.3969,2.25,68.85,20.45,2017-09-30,2017,9,30
120259084309,22,The Red Pepper,59829,ES,Barcelona,41.39099884033203,2.1710000038146973,sp3e,41.3969,2.25,68.85,20.45,2017-09-30,2017,9,30
120259084310,23,The Hungry Pig,59829,ES,Barcelona,41.39400100708008,2.1559998989105225,sp3e,41.3969,2.25,68.85,20.45,2017-09-30,2017,9,30
120259084311,24,The Fisherman's Catch,59829,ES,Barcelona,41.42300033569336,2.1459999084472656,sp3e,41.3969,2.25,68.85,20.45,2017-09-30,2017,9,30
120259084312,25,The Cozy Cafe,59829,US,Douglas,42.678001403808594,-105.33300018310547,9xt4,42.5418,-105.272,56.88,13.81,2017-09-30,2017,9,30
120259084313,26,The Silver Spoon,59829,IT,Milan,45.45100021362305,9.192000389099121,u0nd,45.4855,9.20453,60.95,16.1,2017-09-30,2017,9,30
120259084316,29,The Olive Branch,59829,IT,Milan,45.465999603271484,9.159000396728516,u0nd,45.4855,9.20453,60.95,16.1,2017-09-30,2017,9,30
120259084317,30,The Wine Cellar,59829,IT,Milan,45.465999603271484,9.1899995803833,u0nd,45.4855,9.20453,60.95,16.1,2017-09-30,2017,9,30
120259084318,31,Bistro 42,59829,IT,Milan,45.474998474121094,9.206000328063965,u0nd,45.4855,9.20453,60.95,16.1,2017-09-30,2017,9,30
120259084319,32,The Orange Peeler,59829,US,Ironwood,46.4630012512207,-90.16200256347656,cbrb,46.4143,-90.3401,50.23,10.13,2017-09-30,2017,9,30
120259084320,33,The Blue Elephant,59829,US,Portland,47.93899917602539,1.8930000066757202,u092,47.9387,1.84091,59.2,15.1,2017-09-30,2017,9,30
120259084323,36,Blue Ocean Grill,59829,FR,Paris,48.832000732421875,2.3540000915527344,u09t,48.7564,2.25,58.15,14.55,2017-09-30,2017,9,30
120259084324,37,Cafe Crepe,59829,FR,Paris 13,48.83599853515625,2.359999895095825,u09t,48.7564,2.25,58.15,14.55,2017-09-30,2017,9,30
120259084326,39,Cinnamon Grill,59829,FR,Paris,48.849998474121094,2.3469998836517334,u09t,48.7564,2.25,58.15,14.55,2017-09-30,2017,9,30
120259084327,40,Crimson Cafe,59829,FR,Paris,48.856998443603516,2.3310000896453857,u09t,48.7564,2.25,58.15,14.55,2017-09-30,2017,9,30
120259084328,41,The Daily Bread,59829,FR,Paris,48.86000061035156,2.322999954223633,u09t,48.7564,2.25,58.15,14.55,2017-09-30,2017,9,30
120259084330,43,The Food House,59829,FR,Paris,48.869998931884766,2.2939999103546143,u09w,48.9608,2.25,57.9,14.4,2017-09-30,2017,9,30
120259084331,44,The French Kitchen,59829,FR,Paris,48.869998931884766,2.299999952316284,u09w,48.9608,2.25,57.9,14.4,2017-09-30,2017,9,30
120259084333,46,The Italian Table,59829,FR,Paris,48.874000549316406,2.305999994277954,u09w,48.9608,2.25,57.9,14.4,2017-09-30,2017,9,30
120259084337,50,The Pancake House,59829,GB,London,51.49399948120117,-0.2070000022649765,gcpu,51.414,0.0,55.9,13.3,2017-09-30,2017,9,30
120259084338,51,The Pizzeria,59829,GB,London,51.49800109863281,-0.1459999978542328,gcpu,51.414,0.0,55.9,13.3,2017-09-30,2017,9,30
120259084339,52,The Red Door,59829,GB,London,51.500999450683594,-0.1860000044107437,gcpu,51.414,0.0,55.9,13.3,2017-09-30,2017,9,30
120259084340,53,The Red Rooster,59829,GB,London,51.50199890136719,-0.18700000643730164,gcpu,51.414,0.0,55.9,13.3,2017-09-30,2017,9,30
120259084341,54,The Spice House,59829,GB,London,51.50199890136719,-0.11900000274181366,gcpu,51.414,0.0,55.9,13.3,2017-09-30,2017,9,30
120259084342,55,The Steak House,59829,GB,London,51.50400161743164,-0.2240000069141388,gcpv,51.6184,0.0,55.55,13.1,2017-09-30,2017,9,30
120259084343,56,The Waffle House,59829,GB,London,51.50600051879883,-0.15199999511241913,gcpv,51.6184,0.0,55.55,13.1,2017-09-30,2017,9,30
120259084344,57,The Yellow Submarine,59829,GB,London,51.50600051879883,-0.14000000059604645,gcpv,51.6184,0.0,55.55,13.1,2017-09-30,2017,9,30
120259084345,58,A Tasty Bite,59829,GB,London,51.507999420166016,-0.1379999965429306,gcpv,51.6184,0.0,55.55,13.1,2017-09-30,2017,9,30
120259084346,59,Azalea Cafe,59829,GB,London,51.51100158691406,-0.18400000035762787,gcpv,51.6184,0.0,55.55,13.1,2017-09-30,2017,9,30
120259084347,60,Big City Grill,59829,GB,London,51.51300048828125,-0.14800000190734863,gcpv,51.6184,0.0,55.55,13.1,2017-09-30,2017,9,30
120259084348,61,Blue Water Bistro,59829,GB,London,51.520999908447266,-0.13099999725818634,gcpv,51.6184,0.0,55.55,13.1,2017-09-30,2017,9,30
120259084349,62,Cafe Luminoso,59829,GB,London,51.53200149536133,-0.10999999940395355,gcpv,51.6184,0.0,55.55,13.1,2017-09-30,2017,9,30
128849018880,1,Savoria,5679,US,New Orleans,29.961999893188477,-90.06600189208984,9vrf,29.9049,-90.331,80.58,26.99,2017-09-30,2017,9,30
128849018881,2,Bella Cucina,5679,US,Clanton,32.803001403808594,-86.58699798583984,djf6,32.7166,-86.8238,75.23,24.01,2017-09-30,2017,9,30
128849018882,3,Spice Bazaar,5679,US,Avalon,33.3650016784668,-118.38200378417969,9mgv,33.2267,-118.406,66.43,19.13,2017-09-30,2017,9,30
